route_name,direction_text,stop_number,stop_name
667,回程,21,介壽公園(館前東路)
667,回程,22,實踐成都街口
667,回程,23,後埔國小
667,回程,24,福德里
667,回程,25,民德路
667,回程,26,德光路
667,回程,27,德光路口
667,回程,28,莒光路
667,回程,29,國光派出所
667,回程,30,自強國小
667,回程,31,華安街口
667,回程,32,壽德街口
667,回程,33,五權公園
667,回程,34,廣福公園
667,回程,35,干城路口
667,回程,36,板橋後站
668,去程,1,東方山河社區
668,去程,2,鄉長路一段
668,去程,3,國泰醫院
668,去程,4,汐止
668,去程,5,汐止公園
668,去程,6,汐止國小
668,去程,7,汐科站北站
668,去程,8,遠東科技中心
668,去程,9,汐科站南站
668,去程,10,昊天嶺
668,去程,11,聯合報總部
668,去程,12,樟樹灣
668,去程,13,南樟樹灣
668,去程,14,天良電視台
668,去程,15,橫科
668,去程,16,捷運南港展覽館站(南港路)
668,去程,17,南港展覽館
668,去程,18,南港
668,去程,19,南港高工(南港路)
668,去程,20,南港行政中心
668,去程,21,台肥新村
668,去程,22,南港輪胎
668,去程,23,東明里/臺北流行音樂中心
668,去程,24,土地公廟
668,去程,25,玉成國小
668,去程,26,西新里(新新公園)
668,去程,27,南港路三段
668,去程,28,松山磚廠
668,去程,29,玉成里
668,去程,30,松山車站(八德)
668,去程,31,松山農會
668,去程,32,饒河街觀光夜市(塔悠)
668,去程,33,南松山(南京)
668,去程,34,南京公寓(捷運南京三民)
668,去程,35,南京三民路口
668,去程,36,南京寧安街口
668,去程,37,南京敦化路口(小巨蛋)
668,去程,38,捷運南京復興站
668,去程,39,南京龍江路口
668,去程,40,南京建國路口
668,去程,41,捷運松江南京站
668,去程,42,長安松江路口
668,去程,43,光華商場
668,去程,44,捷運忠孝新生站
668,去程,45,仁愛新生路口
668,去程,46,信義新生路口
668,去程,47,金華新生路口
668,去程,48,和平新生路口
668,去程,49,龍安國小(公務人力發展學院)
668,去程,50,臺大綜合體育館
668,去程,51,臺大
668,去程,52,捷運公館站
668,去程,53,師大分部
668,回程,1,捷運公館站
668,回程,2,臺大
668,回程,3,臺大綜合體育館
668,回程,4,龍安國小(公務人力發展學院)
668,回程,5,金華新生路口
668,回程,6,信義新生路口
668,回程,7,仁愛新生路口
668,回程,8,捷運忠孝新生站
668,回程,9,光華商場
668,回程,10,長安松江路口
668,回程,11,長安東路二段
668,回程,12,南京建國路口
668,回程,13,南京龍江路口
668,回程,14,捷運南京復興站
668,回程,15,南京敦化路口(小巨蛋)
668,回程,16,南京寧安街口
668,回程,17,南京三民路口
668,回程,18,南京公寓(捷運南京三民)
668,回程,19,南松山(南京)
668,回程,20,饒河街觀光夜市(塔悠)
668,回程,21,松山農會
668,回程,22,松山車站(八德)
668,回程,23,玉成里
668,回程,24,松山磚廠
668,回程,25,南港路三段
668,回程,26,西新里(新新公園)
668,回程,27,玉成國小
668,回程,28,土地公廟
668,回程,29,東明里/臺北流行音樂中心
668,回程,30,南港輪胎
668,回程,31,台肥新村
668,回程,32,南港行政中心
668,回程,33,南港高工(南港路)
668,回程,34,南港
668,回程,35,捷運南港展覽館站(南港路)
668,回程,36,橫科
668,回程,37,富信飯店
668,回程,38,南樟樹灣
668,回程,39,樟樹灣
668,回程,40,聯合報總部
668,回程,41,昊天嶺
668,回程,42,汐科站南站
668,回程,43,汐科站北站
668,回程,44,汐止國小
668,回程,45,汐止國中
668,回程,46,汐止
668,回程,47,國泰醫院
668,回程,48,鄉長路一段
668,回程,49,東方山河社區
669,去程,1,自然公園
669,去程,2,吉祥街口
669,去程,3,五華國小
669,去程,4,重陽橋
669,去程,5,葫蘆寺(葫蘆里)
669,去程,6,葫蘆堵市場
669,去程,7,海光新村
669,去程,8,社子消防分隊
669,去程,9,污水處理廠
669,去程,10,鄰江里
669,去程,11,天師宮
669,去程,12,延平國小
669,去程,13,延三觀光夜市
669,去程,14,臺北橋
669,去程,15,保安街口
669,去程,16,民生西路口(大稻埕碼頭)
669,去程,17,南京西路口(鈕釦街)
669,去程,18,延平長安路口
669,去程,19,延平鄭州路口
669,去程,20,臺北車站(鄭州)
669,去程,21,市民林森路口
669,去程,22,華山公園(市民)
669,去程,23,華山公園(市民大道一)
669,去程,24,光華商場
669,去程,25,懷生國宅
669,去程,26,忠泰美術館
669,去程,27,懷生國小
669,去程,28,微風廣場
669,去程,29,市民敦化路口
669,去程,30,市民延吉街口
669,去程,31,市民光復路口
669,去程,32,市民東寧路口
669,去程,33,東興路
669,去程,34,松山高中(基隆路)
669,去程,35,市政府(松高)
669,去程,36,市政府(松智)
669,去程,37,松壽路口
669,去程,38,信義松仁路口(松仁)
669,回程,1,松廉路
669,回程,2,101國際購物中心
669,回程,3,市政府(松智)
669,回程,4,松山高中(基隆路)
669,回程,5,東興路
669,回程,6,市民東寧路口
669,回程,7,復盛京華
669,回程,8,市民光復路口
669,回程,9,市民延吉街口
669,回程,10,市民敦化路口
669,回程,11,微風廣場
669,回程,12,市民復興路口
669,回程,13,懷生國小
669,回程,14,忠泰美術館
669,回程,15,懷生國宅
669,回程,16,光華商場
669,回程,17,華山公園(市民大道一)
669,回程,18,華山公園(市民)
669,回程,19,市民林森路口
669,回程,20,臺北車站(鄭州)
669,回程,21,延平鄭州路口
669,回程,22,延平長安路口
669,回程,23,南京西路口(鈕釦街)
669,回程,24,民生西路口(大稻埕碼頭)
669,回程,25,民生西路口(大稻埕碼頭)
669,回程,26,保安街口
669,回程,27,臺北橋
669,回程,28,延三觀光夜市
669,回程,29,延平國小
669,回程,30,天師宮
669,回程,31,鄰江里
669,回程,32,污水處理廠
669,回程,33,社子消防分隊
669,回程,34,海光新村
669,回程,35,葫蘆堵市場
669,回程,36,重陽橋
669,回程,37,五華國小
669,回程,38,吉祥街口
669,回程,39,自然公園
670,去程,1,無極宮
670,去程,2,烘爐地
670,去程,3,北一游泳池
670,去程,4,湖山巖
670,去程,5,內南里
670,去程,6,內南里一
670,去程,7,華新街口
670,去程,8,華新街
670,去程,9,臺科大華夏校區
670,去程,10,飛駝二村
670,去程,11,放生寺
670,去程,12,四維街
670,去程,13,三介廟
670,去程,14,景新街
670,去程,15,智光商職
670,去程,16,中興二村
670,去程,17,中興新村
670,去程,18,得和路口
670,去程,19,永和國小
670,去程,20,福和里
670,去程,21,福和路
670,去程,22,永和區公所(竹林路)
670,去程,23,網溪國小一
670,去程,24,網溪國小
670,去程,25,竹林路口
670,去程,26,中正橋頭
670,去程,27,重慶南路三段(中正橋)
670,去程,28,福州街
670,去程,29,和平西路一段
670,去程,30,崁頂
670,去程,31,古亭國中
670,去程,32,國興路口
670,去程,33,中華南海路口
670,去程,34,南機場公寓
670,去程,35,廈安里
670,去程,36,大埔街
670,去程,37,聯合醫院和平院區
670,去程,38,捷運西門站
670,去程,39,中華路北站
670,去程,40,臺北車站(重慶)
670,回程,1,重慶南路一段
670,回程,2,博物館(襄陽)
670,回程,3,捷運台大醫院站
670,回程,4,中正紀念堂
670,回程,5,信義杭州路口
670,回程,6,捷運東門站(金山)
670,回程,7,公企中心
670,回程,8,金山潮州街口
670,回程,9,捷運古亭站(和平)
670,回程,10,南福板溪(南昌公園)
670,回程,11,和平西路一段
670,回程,12,重慶南路三段(中正橋)
670,回程,13,捷運頂溪站
670,回程,14,中興街口
670,回程,15,豫溪街口(中正路)
670,回程,16,大新街
670,回程,17,福和里
670,回程,18,永和國小
670,回程,19,得和路口
670,回程,20,中興新村
670,回程,21,中興二村
670,回程,22,智光商職
670,回程,23,景新街
670,回程,24,幸福市場
670,回程,25,放生寺
670,回程,26,飛駝二村
670,回程,27,臺科大華夏校區
670,回程,28,華新街
670,回程,29,華新街口
670,回程,30,壽南橋
670,回程,31,內南里一
670,回程,32,湖山巖
670,回程,33,北一游泳池
670,回程,34,烘爐地
670,回程,35,無極宮
671,去程,1,遠東世紀
671,去程,2,全球工業總部
671,去程,3,景美女中
671,去程,4,木新市場
671,去程,5,力行國小
671,去程,6,國泰新村(木新)
671,去程,7,國泰新村(興隆)
671,去程,8,忠順街口
671,去程,9,木柵公園
671,去程,10,再興中學
671,去程,11,中興公寓
671,去程,12,永建國小
671,去程,13,溝子口
671,去程,14,考試院
671,去程,15,復興派出所
671,去程,16,世新大學
671,去程,17,景美國小(景文)
671,去程,18,文山二分局
671,去程,19,財政園區
671,去程,20,萬隆
671,去程,21,捷運萬隆站
671,去程,22,武功國小(羅斯福)
671,去程,23,師大分部
671,去程,24,捷運公館站
671,去程,25,台電大樓
671,去程,26,新民國小
671,去程,27,三軍總醫院(辛亥)
671,去程,28,水源路口
671,去程,29,河堤國小
671,去程,30,強恕中學
671,去程,31,廈門街口
671,去程,32,螢橋國小
671,去程,33,泉州街口
671,去程,34,汀州路
671,去程,35,龍口市場
671,去程,36,國盛國宅
671,去程,37,中華南海路口
671,去程,38,南機場公寓
671,去程,39,廈安里
671,去程,40,大埔街
671,去程,41,聯合醫院和平院區
671,去程,42,捷運西門站
671,去程,43,中華路北站
671,去程,44,臺北車站(忠孝)
671,回程,1,捷運善導寺站
671,回程,2,成功中學(林森)
671,回程,3,開南中學
671,回程,4,仁愛林森路口
671,回程,5,信義杭州路口
671,回程,6,捷運東門站(金山)
671,回程,7,公企中心
671,回程,8,金華大廈
671,回程,9,金華國中
671,回程,10,和平新生路口
671,回程,11,龍安國小(公務人力發展學院)
671,回程,12,臺大綜合體育館
671,回程,13,臺大
671,回程,14,捷運公館站
671,回程,15,師大分部
671,回程,16,武功國小(興隆)
671,回程,17,景明街口
671,回程,18,憲光公寓
671,回程,19,靜心高中
671,回程,20,興隆市場
671,回程,21,興德國小
671,回程,22,興隆國小
671,回程,23,捷運萬芳醫院站
671,回程,24,臺灣警察專科學校
671,回程,25,文山運動中心(興隆)
671,回程,26,海巡署
671,回程,27,海巡署一
671,回程,28,興隆山莊
671,回程,29,馬明潭(再興中學)
671,回程,30,木柵公園
671,回程,31,忠順街口
671,回程,32,國泰新村(興隆)
671,回程,33,國泰新村(木新)
671,回程,34,力行國小
671,回程,35,木新市場
671,回程,36,景美女中
672,去程,1,中正環河路口
672,去程,2,捷運秀朗橋站
672,去程,3,尖山腳
672,去程,4,景平路景德街口
672,去程,5,捷運景平站
672,去程,6,東森廣場
672,去程,7,智光商職
672,去程,8,中興二村
672,去程,9,中興新村
672,去程,10,得和路
672,去程,11,秀朗國小
672,去程,12,永元路
672,去程,13,福和橋(永元路)
672,去程,14,捷運公館站
672,去程,15,台電大樓
672,去程,16,捷運台電大樓站
672,去程,17,羅斯福浦城街口
672,去程,18,羅斯福金門街口
672,去程,19,捷運古亭站(和平)
672,去程,20,師大
672,去程,21,師大綜合大樓
672,去程,22,溫州街口
672,去程,23,金華新生路口
672,去程,24,信義新生路口
672,去程,25,仁愛新生路口
672,去程,26,捷運忠孝新生站
672,去程,27,光華商場
672,去程,28,長安松江路口
672,去程,29,長安東路二段
672,去程,30,南京建國路口
672,去程,31,南京龍江路口
672,去程,32,捷運南京復興站
672,去程,33,南京敦化路口(小巨蛋)
672,去程,34,臺北小巨蛋
672,去程,35,長庚醫院
672,去程,36,公教住宅
672,去程,37,介壽國中
672,去程,38,聯合二村
672,去程,39,民生社區活動中心
672,回程,1,三民路
672,回程,2,三民健康路口(西松高中)
672,回程,3,健康新城
672,回程,4,長壽公園
672,回程,5,三軍總醫院松山分院
672,回程,6,南京新村
672,回程,7,博仁醫院
672,回程,8,臺北市區監理所(光復)
672,回程,9,捷運國父紀念館站(光復)
672,回程,10,國父紀念館
672,回程,11,市民住宅
672,回程,12,三張犁
672,回程,13,光復南路口
672,回程,14,三興國小(臨江街觀光夜市)
672,回程,15,喬治商職
672,回程,16,捷運六張犁站(基隆路)
672,回程,17,和平高中
672,回程,18,基隆長興街口
672,回程,19,臺大癌醫(基隆路)
672,回程,20,臺灣科技大學
672,回程,21,公館
672,回程,22,福和橋(林森路)
672,回程,23,永元路
672,回程,24,秀朗國小
672,回程,25,得和路
672,回程,26,中興新村
672,回程,27,中興二村
672,回程,28,智光商職
672,回程,29,南勢角(景平路)
672,回程,30,捷運景平站
672,回程,31,景平路景德街口
672,回程,32,捷運秀朗橋站
672,回程,33,中正環河路口
672區,去程,1,中正環河路口
672區,去程,2,捷運秀朗橋站
672區,去程,3,尖山腳
672區,去程,4,景平路景德街口
672區,去程,5,捷運景平站
672區,去程,6,東森廣場
672區,去程,7,智光商職
672區,去程,8,中興二村
672區,去程,9,中興新村
672區,去程,10,得和路
672區,去程,11,秀朗國小
672區,去程,12,永元路
672區,去程,13,福和橋(永元路)
672區,去程,14,捷運公館站
672區,回程,1,基隆長興街口
672區,回程,2,臺大癌醫(基隆路)
672區,回程,3,臺灣科技大學
672區,回程,4,公館
672區,回程,5,福和橋(林森路)
672區,回程,6,永元路
672區,回程,7,秀朗國小
672區,回程,8,得和路
672區,回程,9,中興新村
672區,回程,10,中興二村
672區,回程,11,智光商職
672區,回程,12,南勢角(景平路)
672區,回程,13,捷運景平站
672區,回程,14,景平路景德街口
672區,回程,15,捷運秀朗橋站
672區,回程,16,中正環河路口
673,去程,1,中正環河路口
673,去程,2,莊敬中學/人權博物館
673,去程,3,遠東工業城
673,去程,4,民權工業區一
673,去程,5,慈濟醫院
673,去程,6,江陵二村
673,去程,7,景美國小(景文)
673,去程,8,文山二分局
673,去程,9,景美國中
673,去程,10,景華公園
673,去程,11,景興國中
673,去程,12,靜心高中
673,去程,13,興隆市場
673,去程,14,興德國小
673,去程,15,興隆國小
673,去程,16,興隆路口(辛亥)
673,去程,17,捷運辛亥站
673,去程,18,辛亥國小
673,去程,19,青峰活動中心
673,去程,20,自來水處(辛亥)
673,去程,21,基隆長興街口
673,去程,22,臺大癌醫(基隆路)
673,去程,23,臺灣科技大學
673,去程,24,公館
673,去程,25,捷運公館站
673,去程,26,台電大樓
673,去程,27,新民國小
673,去程,28,三軍總醫院(辛亥)
673,去程,29,水源路口
673,去程,30,河堤國小
673,去程,31,強恕中學
673,去程,32,廈門街口
673,去程,33,螢橋國小
673,去程,34,崁頂
673,去程,35,古亭國中
673,去程,36,國興路口
673,去程,37,中華南海路口
673,去程,38,南機場公寓
673,去程,39,廈安里
673,去程,40,大埔街
673,去程,41,聯合醫院和平院區
673,去程,42,桂林昆明街口
673,去程,43,老松國小
673,去程,44,桂林路
673,去程,45,龍山寺(西園)
673,去程,46,大理服飾
673,去程,47,西園29服飾基地
673,去程,48,華江高中(西園)
673,去程,49,華江高中(西藏)
673,去程,50,萬華國中
673,去程,51,西藏路口
673,去程,52,德昌街口
673,去程,53,萬大國小
673,去程,54,果菜市場
673,去程,55,華中河濱公園
673,回程,1,華中河濱公園
673,回程,2,果菜市場
673,回程,3,萬大國小
673,回程,4,德昌街口
673,回程,5,西藏路口
673,回程,6,萬華國中
673,回程,7,華江高中(西藏)
673,回程,8,華江高中(西園)
673,回程,9,西園29服飾基地
673,回程,10,大理服飾
673,回程,11,龍山寺(西園)
673,回程,12,桂林路
673,回程,13,老松國小
673,回程,14,聯合醫院和平院區
673,回程,15,大埔街
673,回程,16,廈安里
673,回程,17,南機場公寓
673,回程,18,中華南海路口
673,回程,19,國興路口
673,回程,20,古亭國中
673,回程,21,崁頂(中華路)
673,回程,22,崁頂
673,回程,23,螢橋國小
673,回程,24,廈門街口
673,回程,25,強恕中學
673,回程,26,河堤國小
673,回程,27,水源路口
673,回程,28,客家文化主題公園
673,回程,29,耕莘文教院
673,回程,30,台電大樓
673,回程,31,捷運公館站
673,回程,32,公館
673,回程,33,臺灣科技大學
673,回程,34,臺大癌醫(基隆路)
673,回程,35,基隆長興街口
673,回程,36,自來水處(辛亥)
673,回程,37,青峰活動中心
673,回程,38,辛亥國小
673,回程,39,捷運辛亥站
673,回程,40,捷運辛亥站一
673,回程,41,興隆路口(辛亥)
673,回程,42,興隆國小
673,回程,43,興德國小
673,回程,44,興隆市場
673,回程,45,靜心高中
673,回程,46,景興國中
673,回程,47,景華公園
673,回程,48,景美國小(景興)
673,回程,49,江陵二村
673,回程,50,慈濟醫院
673,回程,51,民權工業區一
673,回程,52,遠東工業城
673,回程,53,莊敬中學/人權博物館
673,回程,54,中正環河路口
675,去程,1,東方山河社區
675,去程,2,鄉長路一段
675,去程,3,崇義高中(忠孝東路)
675,去程,4,橋東
675,去程,5,摩登家庭社區
675,去程,6,汐止後車站
675,去程,7,秀峰高中(忠孝東路)
675,去程,8,汐止行政中心
675,去程,9,汐止農會
675,去程,10,連興街口
675,去程,11,東方科學園區
675,去程,12,遠東世界中心
675,去程,13,天良電視台
675,去程,14,橫科
675,去程,15,捷運南港展覽館站(南港路)
675,去程,16,捷運南港展覽館站(經貿二)
675,去程,17,環東大道口
675,去程,18,南京舊宗路口
675,去程,19,麥帥一橋
675,去程,20,南京公寓(捷運南京三民)
675,去程,21,南京三民路口
675,去程,22,南京寧安街口
675,去程,23,南京敦化路口(小巨蛋)
675,去程,24,捷運南京復興站
675,去程,25,南京龍江路口
675,去程,26,南京建國路口
675,去程,27,捷運松江南京站
675,去程,28,長安松江路口
675,去程,29,光華商場
675,去程,30,捷運忠孝新生站
675,去程,31,仁愛新生路口
675,去程,32,信義新生路口
675,去程,33,金華新生路口
675,去程,34,和平新生路口
675,去程,35,龍安國小(公務人力發展學院)
675,去程,36,臺大綜合體育館
675,去程,37,臺大
675,去程,38,捷運公館站
675,去程,39,師大分部
675,回程,1,捷運公館站
675,回程,2,臺大
675,回程,3,臺大綜合體育館
675,回程,4,龍安國小(公務人力發展學院)
675,回程,5,金華新生路口
675,回程,6,信義新生路口
675,回程,7,仁愛新生路口
675,回程,8,捷運忠孝新生站
675,回程,9,光華商場
675,回程,10,長安松江路口
675,回程,11,長安東路二段
675,回程,12,南京建國路口
675,回程,13,南京龍江路口
675,回程,14,捷運南京復興站
675,回程,15,南京敦化路口(小巨蛋)
675,回程,16,南京寧安街口
675,回程,17,南京三民路口
675,回程,18,南京公寓(捷運南京三民)
675,回程,19,麥帥一橋
675,回程,20,南京舊宗路口
675,回程,21,環東大道口
675,回程,22,捷運南港展覽館站(經貿二)
675,回程,23,捷運南港展覽館站(南港路)
675,回程,24,橫科
675,回程,25,富信飯店
675,回程,26,遠東世界中心
675,回程,27,東方科學園區
675,回程,28,連興街口
675,回程,29,汐止農會
675,回程,30,汐止行政中心
675,回程,31,秀峰高中(忠孝東路)
675,回程,32,汐止後車站
675,回程,33,摩登家庭社區
675,回程,34,橋東
675,回程,35,崇義高中(忠孝東路)
675,回程,36,鄉長路一段
675,回程,37,東方山河社區
676,去程,1,捷運動物園站
676,去程,2,貓纜動物園站
676,去程,3,萬壽橋頭(新光)
676,去程,4,萬壽橋頭(秀明)
676,去程,5,萬興國小
676,去程,6,政大一
676,去程,7,新光路口
676,去程,8,指南路口
676,去程,9,木南公園
676,去程,10,景文中學
676,去程,11,司法新村
676,去程,12,忠順廟
676,去程,13,國泰新村(興隆)
676,去程,14,忠順街口
676,去程,15,木柵公園
676,去程,16,馬明潭(再興中學)
676,去程,17,興隆山莊
676,去程,18,海巡署一
676,去程,19,海巡署
676,去程,20,文山運動中心(興隆)
676,去程,21,臺灣警察專科學校
676,去程,22,捷運萬芳醫院站
676,去程,23,中國科技大學(興隆)
676,去程,24,興隆國小
676,去程,25,興德國小
676,去程,26,興隆市場
676,去程,27,靜心高中
676,去程,28,憲光公寓
676,去程,29,景明街口
676,去程,30,武功國小(興隆)
676,去程,31,師大分部
676,去程,32,捷運公館站
676,去程,33,臺大
676,去程,34,臺大綜合體育館
676,去程,35,龍安國小(公務人力發展學院)
676,去程,36,金華新生路口
676,去程,37,信義新生路口
676,去程,38,仁愛新生路口
676,去程,39,捷運忠孝新生站
676,去程,40,光華商場
676,去程,41,長安松江路口
676,去程,42,捷運松江南京站
676,去程,43,長春松江路口
676,去程,44,捷運行天宮站(松江路)
676,去程,45,行天宮
676,去程,46,新生公園(林安泰)
676,去程,47,第二果菜市場
676,去程,48,榮星花園
676,去程,49,民權松江路口
676,回程,1,捷運行天宮站(松江路)
676,回程,2,長春松江路口
676,回程,3,捷運松江南京站
676,回程,4,長安松江路口
676,回程,5,光華商場
676,回程,6,捷運忠孝新生站
676,回程,7,仁愛新生路口
676,回程,8,信義新生路口
676,回程,9,金華新生路口
676,回程,10,和平新生路口
676,回程,11,龍安國小(公務人力發展學院)
676,回程,12,臺大綜合體育館
676,回程,13,臺大
676,回程,14,捷運公館站
676,回程,15,師大分部
676,回程,16,武功國小(興隆)
676,回程,17,景明街口
676,回程,18,憲光公寓
676,回程,19,靜心高中
676,回程,20,興隆市場
676,回程,21,興德國小
676,回程,22,興隆國小
676,回程,23,捷運萬芳醫院站
676,回程,24,臺灣警察專科學校
676,回程,25,文山運動中心(興隆)
676,回程,26,海巡署
676,回程,27,海巡署一
676,回程,28,興隆山莊
676,回程,29,馬明潭(再興中學)
676,回程,30,木柵公園
676,回程,31,忠順街口
676,回程,32,國泰新村(興隆)
676,回程,33,忠順廟
676,回程,34,司法新村
676,回程,35,景文中學
676,回程,36,木南公園
676,回程,37,指南路口
676,回程,38,政大
676,回程,39,萬興圖書館
676,回程,40,大誠高中
676,回程,41,萬壽橋頭(秀明)
676,回程,42,萬壽橋頭(新光)
676,回程,43,貓纜動物園站
676,回程,44,捷運動物園站
677,去程,1,社后消防隊
677,去程,2,社后派出所
677,去程,3,工建路
677,去程,4,水都社區
677,去程,5,樟樹國際實中
677,去程,6,厚德里
677,去程,7,福安宮
677,去程,8,半島花園
677,去程,9,樟江大橋
677,去程,10,伯爵山莊
677,去程,11,福德一路口
677,去程,12,伯爵山莊一
677,去程,13,濱湖大第
677,去程,14,明湖新村
677,去程,15,湖濱別墅
677,去程,16,湖前街口
677,去程,17,北峰里(康寧街)
677,去程,18,金龍國小(康寧街)
677,去程,19,木南煤礦
677,去程,20,經貿園區
677,去程,21,北山里
677,去程,22,東湖國小
677,去程,23,五分社區
677,去程,24,明湖國中
677,去程,25,明湖國小(公共電視台)
677,去程,26,捷運葫洲站(康寧大學)
677,去程,27,康寧醫院
677,去程,28,黃石公廟
677,去程,29,大湖公園
677,去程,30,捷運大湖公園站
677,去程,31,大湖
677,去程,32,金龍里
677,去程,33,金龍路口
677,去程,34,貿商三村
677,去程,35,碧山岩
677,去程,36,金龍隧道口
677,去程,37,金龍寺
677,回程,1,金龍隧道口
677,回程,2,碧山岩
677,回程,3,貿商三村
677,回程,4,金龍路口
677,回程,5,秀湖
677,回程,6,大湖
677,回程,7,捷運大湖公園站
677,回程,8,大湖公園
677,回程,9,黃石公廟
677,回程,10,康寧醫院
677,回程,11,康寧社區
677,回程,12,捷運葫洲站(康寧大學)
677,回程,13,明湖國小(公共電視台)
677,回程,14,明湖國中
677,回程,15,五分社區
677,回程,16,東湖國小
677,回程,17,北山里
677,回程,18,經貿園區
677,回程,19,木南煤礦
677,回程,20,金龍國小(康寧街)
677,回程,21,北峰里(康寧街)
677,回程,22,湖前街口
677,回程,23,湖濱別墅
677,回程,24,明湖新村
677,回程,25,濱湖大第
677,回程,26,伯爵山莊一
677,回程,27,福德一路口
677,回程,28,伯爵山莊
677,回程,29,樟江大橋
677,回程,30,半島花園
677,回程,31,福安宮
677,回程,32,厚德里
677,回程,33,樟樹國際實中
677,回程,34,水都社區
677,回程,35,工建路
677,回程,36,中興路
677,回程,37,社后派出所
677,回程,38,社后消防隊
677副,去程,1,社后消防隊
677副,去程,2,社后派出所
677副,去程,3,工建路
677副,去程,4,水都社區
677副,去程,5,樟樹國際實中
677副,去程,6,厚德里
677副,去程,7,福安宮
677副,去程,8,半島花園
677副,去程,9,樟江大橋
677副,去程,10,伯爵山莊
677副,去程,11,福德一路口
677副,去程,12,伯爵山莊一
677副,去程,13,濱湖大第
677副,去程,14,金龍湖
677副,去程,15,湖東街口
677副,去程,16,金龍里
677副,去程,17,北峰里(明峰街)
677副,去程,18,金龍國小(明峰街)
677副,去程,19,木南煤礦
677副,去程,20,經貿園區
677副,去程,21,北山里
677副,去程,22,東湖國小
677副,去程,23,五分社區
677副,去程,24,明湖國中
677副,去程,25,明湖國小(公共電視台)
677副,去程,26,捷運葫洲站(康寧大學)
677副,去程,27,康寧醫院
677副,去程,28,黃石公廟
677副,去程,29,大湖公園
677副,去程,30,捷運大湖公園站
677副,去程,31,大湖
677副,去程,32,金龍里
677副,去程,33,金龍路口
677副,去程,34,貿商三村
677副,去程,35,碧山岩
677副,去程,36,金龍隧道口
677副,去程,37,金龍寺
677副,回程,1,金龍隧道口
677副,回程,2,碧山岩
677副,回程,3,貿商三村
677副,回程,4,金龍路口
677副,回程,5,秀湖
677副,回程,6,大湖
677副,回程,7,捷運大湖公園站
677副,回程,8,大湖公園
677副,回程,9,黃石公廟
677副,回程,10,康寧醫院
677副,回程,11,康寧社區
677副,回程,12,捷運葫洲站(康寧大學)
677副,回程,13,明湖國小(公共電視台)
677副,回程,14,明湖國中
677副,回程,15,五分社區
677副,回程,16,東湖國小
677副,回程,17,北山里
677副,回程,18,經貿園區
677副,回程,19,木南煤礦
677副,回程,20,金龍國小(明峰街)
677副,回程,21,金龍里
677副,回程,22,湖東街口
677副,回程,23,金龍湖
677副,回程,24,濱湖大第
677副,回程,25,伯爵山莊一
677副,回程,26,福德一路口
677副,回程,27,伯爵山莊
677副,回程,28,樟江大橋
677副,回程,29,半島花園
677副,回程,30,福安宮
677副,回程,31,厚德里
677副,回程,32,樟樹國際實中
677副,回程,33,水都社區
677副,回程,34,工建路
677副,回程,35,中興路
677副,回程,36,社后派出所
677副,回程,37,社后消防隊
678,去程,1,基隆市界(明德三路)
678,去程,2,摩天鎮
678,去程,3,亞太科技園區
678,去程,4,保長坑
678,去程,5,保安里
678,去程,6,長安里
678,去程,7,崇義高中(五堵車站)
678,去程,8,崇義高中(忠孝東路)
678,去程,9,橋東
678,去程,10,摩登家庭社區
678,去程,11,公教住宅
678,去程,12,茄苳里活動中心
678,去程,13,茄苳腳
678,去程,14,宏國富邑
678,去程,15,活力社區
678,去程,16,江山萬里
678,去程,17,南昌街口
678,去程,18,汐止行政中心
678,去程,19,汐止農會
678,去程,20,連興街口
678,去程,21,東方科學園區
678,去程,22,遠東世界中心
678,去程,23,天良電視台
678,去程,24,橫科
678,去程,25,捷運南港展覽館站(南港路)
678,去程,26,南港展覽館
678,去程,27,南港
678,去程,28,南港高工(南港路)
678,去程,29,南港行政中心
678,去程,30,台肥新村
678,去程,31,南港輪胎
678,去程,32,東明里/臺北流行音樂中心
678,去程,33,土地公廟
678,去程,34,玉成國小
678,去程,35,西新里(新新公園)
678,去程,36,南港路三段
678,去程,37,松山磚廠
678,去程,38,玉成里
678,去程,39,松山車站(八德)
678,去程,40,松山農會
678,去程,41,饒河街觀光夜市(八德)
678,去程,42,基隆路口二
678,去程,43,松山高中(基隆路)
678,去程,44,捷運市政府站
678,去程,45,市政府(松智)
678,去程,46,市政府(松壽)
678,去程,47,市政府(市府)
678,回程,1,松山高中(基隆路)
678,回程,2,基隆路口
678,回程,3,饒河街觀光夜市(八德)
678,回程,4,松山農會
678,回程,5,松山車站(八德)
678,回程,6,玉成里
678,回程,7,松山磚廠
678,回程,8,南港路三段
678,回程,9,西新里(新新公園)
678,回程,10,玉成國小
678,回程,11,土地公廟
678,回程,12,東明里/臺北流行音樂中心
678,回程,13,南港輪胎
678,回程,14,台肥新村
678,回程,15,南港行政中心
678,回程,16,南港高工(南港路)
678,回程,17,南港
678,回程,18,捷運南港展覽館站(南港路)
678,回程,19,橫科
678,回程,20,富信飯店
678,回程,21,遠東世界中心
678,回程,22,東方科學園區
678,回程,23,連興街口
678,回程,24,汐止農會
678,回程,25,汐止行政中心
678,回程,26,秀峰高中(新台五路)
678,回程,27,南昌街口
678,回程,28,江山萬里
678,回程,29,活力社區
678,回程,30,宏國富邑
678,回程,31,茄苳腳
